Order_ID,Date,Product,Region,Quantity,Sales,Profit,Category,City,Customer_Type,Discount_Percent,Sales_Channel,Payment_Method
3119,2025-08-28,Family Gift Box,South TN,5,7350,1821,Gift Box,Ramanathapuram,Retail,2,Shop,Cash
3040,2025-08-29,Lakshmi Vedi (10 pcs),Chennai,4,353,121,Sound,Tambaram,Retail,2,Shop,UPI
3063,2025-08-29,Sparklers (10 pcs),West TN,4,238,85,Sparklers,Coimbatore,Retail,1,Shop,UPI
3175,2025-08-29,Bijili Crackers (100),South TN,2,235,63,Sound,Madurai,Retail,2,Shop,Cash
2218,2025-08-30,Family Gift Box,South TN,17,20655,4726,Gift Box,Tirunelveli,Wholesale,19,Shop,UPI
2311,2025-08-30,Kids Special Pack,South TN,75,28500,7390,Gift Box,Thoothukudi,Wholesale,24,Phone/WhatsApp,UPI
2420,2025-08-30,Family Gift Box,Chennai,4,5700,1547,Gift Box,Kancheepuram,Retail,5,Shop,UPI
2605,2025-08-30,Sparklers (10 pcs),North TN,4,238,80,Sparklers,Trichy,Retail,1,Shop,Cash
2953,2025-08-30,Flower Pots (5 pcs),Other States,4,720,265,Ground,Vijayawada,Retail,0,Shop,Card
2983,2025-08-30,Sparklers (10 pcs),Chennai,56,2554,773,Sparklers,Chennai,Wholesale,24,Phone/WhatsApp,Cash
3305,2025-08-30,Lakshmi Vedi (10 pcs),Chennai,6,535,141,Sound,Kancheepuram,Retail,1,Shop,Credit
2956,2025-08-31,Kids Special Pack,Chennai,37,13875,3644,Gift Box,Avadi,Wholesale,25,Shop,UPI
2227,2025-09-01,Sparklers (10 pcs),South TN,5,288,105,Sparklers,Madurai,Retail,4,Shop,Card
2615,2025-09-01,Ground Chakkar (10 pcs),West TN,63,7144,2032,Ground,Coimbatore,Wholesale,19,Phone/WhatsApp,Card
2763,2025-09-01,Sparklers (10 pcs),Chennai,69,3229,876,Sparklers,Kancheepuram,Wholesale,22,Phone/WhatsApp,UPI
2798,2025-09-01,Rockets (10 pcs),West TN,5,1045,351,Aerial,Tiruppur,Retail,5,Phone/WhatsApp,Card
2939,2025-09-01,Sparklers (10 pcs),North TN,91,4204,1195,Sparklers,Thanjavur,Dealer,23,Shop,UPI
3166,2025-09-01,Rockets (10 pcs),South TN,61,10468,3563,Aerial,Madurai,Wholesale,22,Shop,Cash
3440,2025-09-01,Rockets (10 pcs),Other States,3,627,243,Aerial,Vijayawada,Retail,5,Shop,UPI
2022,2025-09-02,Sparklers (10 pcs),West TN,66,3247,1080,Sparklers,Coimbatore,Wholesale,18,Shop,Cash
2071,2025-09-02,Family Gift Box,West TN,16,19680,4215,Gift Box,Tiruppur,Wholesale,18,Shop,UPI
2826,2025-09-02,Atom Bomb (10 pcs),Chennai,1,154,47,Sound,Tambaram,Retail,4,Shop,UPI
2997,2025-09-02,Flower Pots (5 pcs),Other States,5,882,270,Ground,Hyderabad,Retail,2,Shop,Card
3102,2025-09-02,Flower Pots (5 pcs),South TN,49,7056,1834,Ground,Tirunelveli,Wholesale,20,Online,Cash
3138,2025-09-02,Sparklers (10 pcs),West TN,33,1584,427,Sparklers,Erode,Wholesale,20,Shop,UPI
3155,2025-09-02,Lakshmi Vedi (10 pcs),Other States,6,524,173,Sound,Kochi,Retail,3,Shop,UPI
3171,2025-09-02,Lakshmi Vedi (10 pcs),West TN,1,86,29,Sound,Salem,Retail,4,Online,UPI
3205,2025-09-02,Deluxe Gift Box,South TN,16,45920,12187,Gift Box,Tirunelveli,Wholesale,18,Shop,UPI
3268,2025-09-02,Flower Pots (5 pcs),Other States,76,11218,3235,Ground,Hyderabad,Wholesale,18,Phone/WhatsApp,Card
2309,2025-09-03,Flower Pots (5 pcs),Chennai,51,7711,1947,Ground,Tambaram,Wholesale,16,Shop,UPI
2541,2025-09-03,Kids Special Pack,Chennai,47,17860,6628,Gift Box,Chennai,Wholesale,24,Phone/WhatsApp,Cash
2815,2025-09-03,Bijili Crackers (100),West TN,4,475,131,Sound,Tiruppur,Retail,1,Shop,Card
2899,2025-09-03,Family Gift Box,West TN,2,2880,681,Gift Box,Tiruppur,Retail,4,Shop,Credit
3328,2025-09-03,Flower Pots (5 pcs),West TN,4,691,257,Ground,Tiruppur,Retail,4,Phone/WhatsApp,UPI
2079,2025-09-04,Kids Special Pack,West TN,24,9360,3118,Gift Box,Coimbatore,Wholesale,22,Online,UPI
2114,2025-09-04,Flower Pots (5 pcs),Other States,78,11232,3042,Ground,Vijayawada,Wholesale,20,Shop,Cash
2145,2025-09-04,Multi Shot 30 Shot,West TN,6,6840,2093,Aerial,Tiruppur,Retail,5,Shop,UPI
2196,2025-09-04,Family Gift Box,Other States,3,4410,1317,Gift Box,Hyderabad,Retail,2,Shop,Cash
2224,2025-09-04,Deluxe Gift Box,Chennai,14,37730,7586,Gift Box,Kancheepuram,Wholesale,23,Online,Credit
2235,2025-09-04,Sparklers (10 pcs),Chennai,2,119,41,Sparklers,Chennai,Retail,1,Phone/WhatsApp,Cash
2352,2025-09-04,Atom Bomb (10 pcs),Chennai,54,6912,2131,Sound,Chennai,Wholesale,20,Shop,Cash
2836,2025-09-04,Bijili Crackers (100),Chennai,6,713,236,Sound,Chennai,Retail,1,Shop,Card
3153,2025-09-04,Kids Special Pack,South TN,5,2475,773,Gift Box,Ramanathapuram,Retail,1,Shop,UPI
3360,2025-09-04,Sparklers (10 pcs),South TN,1,58,18,Sparklers,Tirunelveli,Retail,4,Shop,Card
2242,2025-09-05,Deluxe Gift Box,South TN,1,3500,934,Gift Box,Ramanathapuram,Retail,0,Shop,Cash
2338,2025-09-05,Bijili Crackers (100),Chennai,52,5117,1323,Sound,Kancheepuram,Wholesale,18,Online,Card
2419,2025-09-05,Lakshmi Vedi (10 pcs),Chennai,5,450,156,Sound,Chennai,Retail,0,Shop,Cash
2492,2025-09-05,Family Gift Box,Chennai,6,8730,2808,Gift Box,Chennai,Retail,3,Shop,Cash
3019,2025-09-05,Rockets (10 pcs),Other States,36,6653,2336,Aerial,Vijayawada,Wholesale,16,Online,Cash
3079,2025-09-05,Atom Bomb (10 pcs),Chennai,53,6445,1601,Sound,Tambaram,Wholesale,24,Shop,Cash
3314,2025-09-05,Flower Pots (5 pcs),Other States,5,864,289,Ground,Bengaluru,Retail,4,Online,UPI
3434,2025-09-05,Kids Special Pack,North TN,4,1940,643,Gift Box,Cuddalore,Retail,3,Phone/WhatsApp,UPI
2009,2025-09-06,Lakshmi Vedi (10 pcs),South TN,5,441,110,Sound,Tirunelveli,Retail,2,Shop,UPI
2945,2025-09-06,Sparklers (10 pcs),South TN,6,349,118,Sparklers,Tirunelveli,Retail,3,Shop,UPI
2972,2025-09-06,Sparklers (10 pcs),South TN,6,360,127,Sparklers,Ramanathapuram,Retail,0,Phone/WhatsApp,Cash
3363,2025-09-06,Bijili Crackers (100),Chennai,5,594,178,Sound,Avadi,Retail,1,Phone/WhatsApp,Cash
3454,2025-09-06,Multi Shot 30 Shot,Other States,4,4704,1129,Aerial,Bengaluru,Retail,2,Phone/WhatsApp,UPI
2044,2025-09-07,Lakshmi Vedi (10 pcs),Other States,4,349,110,Sound,Vijayawada,Retail,3,Phone/WhatsApp,Cash
2267,2025-09-07,Atom Bomb (10 pcs),West TN,3,461,128,Sound,Salem,Retail,4,Online,UPI
2288,2025-09-07,Sparklers (10 pcs),Other States,5,288,96,Sparklers,Vijayawada,Retail,4,Shop,Card
2449,2025-09-07,Multi Shot 30 Shot,South TN,3,3564,873,Aerial,Ramanathapuram,Retail,1,Shop,UPI
2512,2025-09-07,Bijili Crackers (100),West TN,5,588,184,Sound,Salem,Retail,2,Shop,UPI
2537,2025-09-07,Sky Shot 7 Shot,South TN,4,1728,432,Aerial,Thoothukudi,Retail,4,Shop,Card
2653,2025-09-07,Atom Bomb (10 pcs),South TN,6,960,269,Sound,Virudhunagar,Retail,0,Phone/WhatsApp,UPI
2840,2025-09-07,Sparklers (10 pcs),West TN,79,3982,1429,Sparklers,Salem,Wholesale,16,Shop,Cash
2913,2025-09-07,Kids Special Pack,Chennai,47,18565,5861,Gift Box,Avadi,Wholesale,21,Shop,Credit
3069,2025-09-07,Sparklers (10 pcs),West TN,5,294,94,Sparklers,Salem,Retail,2,Shop,Cash
3245,2025-09-07,Flower Pots (5 pcs),Chennai,4,684,188,Ground,Avadi,Retail,5,Phone/WhatsApp,UPI
2042,2025-09-08,Rockets (10 pcs),South TN,5,1089,365,Aerial,Madurai,Retail,1,Shop,Cash
2201,2025-09-08,Lakshmi Vedi (10 pcs),West TN,125,8662,2565,Sound,Tiruppur,Dealer,23,Phone/WhatsApp,UPI
2825,2025-09-08,Flower Pots (5 pcs),North TN,2,353,99,Ground,Cuddalore,Retail,2,Shop,UPI
2852,2025-09-08,Lakshmi Vedi (10 pcs),West TN,44,3010,626,Sound,Erode,Wholesale,24,Shop,Card
2933,2025-09-08,Ground Chakkar (10 pcs),South TN,73,7972,2228,Ground,Virudhunagar,Dealer,22,Shop,Card
3086,2025-09-08,Lakshmi Vedi (10 pcs),Chennai,30,2106,495,Sound,Avadi,Wholesale,22,Shop,UPI
3317,2025-09-08,Kids Special Pack,North TN,1,475,188,Gift Box,Thanjavur,Retail,5,Shop,UPI
3399,2025-09-08,Sparklers (10 pcs),West TN,33,1663,551,Sparklers,Salem,Wholesale,16,Shop,Credit
2198,2025-09-09,Kids Special Pack,Chennai,3,1440,433,Gift Box,Kancheepuram,Retail,4,Shop,Cash
2326,2025-09-09,Ground Chakkar (10 pcs),South TN,53,6307,1815,Ground,Madurai,Wholesale,15,Phone/WhatsApp,UPI
2845,2025-09-09,Sparklers (10 pcs),West TN,1,58,21,Sparklers,Salem,Retail,4,Shop,UPI
2918,2025-09-09,Lakshmi Vedi (10 pcs),Chennai,2,175,43,Sound,Chennai,Retail,3,Phone/WhatsApp,UPI
2975,2025-09-09,Ground Chakkar (10 pcs),Chennai,6,823,289,Ground,Avadi,Retail,2,Phone/WhatsApp,Credit
3443,2025-09-09,Family Gift Box,Chennai,6,9000,2273,Gift Box,Kancheepuram,Retail,0,Shop,UPI
2078,2025-09-10,Bijili Crackers (100),North TN,64,5914,1355,Sound,Cuddalore,Wholesale,23,Shop,UPI
2142,2025-09-10,Lakshmi Vedi (10 pcs),South TN,5,450,116,Sound,Ramanathapuram,Retail,0,Shop,UPI
2681,2025-09-10,Lakshmi Vedi (10 pcs),North TN,4,346,104,Sound,Vellore,Retail,4,Phone/WhatsApp,Card
2693,2025-09-10,Family Gift Box,North TN,27,37260,11475,Gift Box,Thanjavur,Gifting,8,Phone/WhatsApp,Cash
2837,2025-09-10,Flower Pots (5 pcs),Chennai,6,1048,352,Ground,Kancheepuram,Retail,3,Phone/WhatsApp,UPI
3022,2025-09-10,Fancy Fountain,West TN,60,17010,4693,Fancy,Coimbatore,Wholesale,19,Shop,UPI
3335,2025-09-10,Multi Shot 30 Shot,Other States,5,5820,1743,Aerial,Hyderabad,Retail,3,Shop,Cash
3459,2025-09-10,Fancy Fountain,Chennai,24,6552,1613,Fancy,Avadi,Wholesale,22,Online,UPI
2058,2025-09-11,Flower Pots (5 pcs),South TN,129,17183,4792,Ground,Madurai,Dealer,26,Shop,Cash
2134,2025-09-11,Fancy Fountain,Other States,31,9222,2519,Fancy,Kochi,Gifting,15,Shop,UPI
2335,2025-09-11,Kids Special Pack,Other States,77,29645,10706,Gift Box,Kochi,Wholesale,23,Shop,Cash
2423,2025-09-11,Sparklers (10 pcs),North TN,2,119,41,Sparklers,Vellore,Retail,1,Online,UPI
2738,2025-09-11,Bijili Crackers (100),South TN,39,3838,936,Sound,Ramanathapuram,Wholesale,18,Phone/WhatsApp,UPI
2881,2025-09-11,Lakshmi Vedi (10 pcs),West TN,4,349,105,Sound,Erode,Retail,3,Online,UPI
3070,2025-09-11,Flower Pots (5 pcs),Chennai,6,1026,347,Ground,Avadi,Retail,5,Online,UPI
3107,2025-09-11,Ground Chakkar (10 pcs),South TN,44,5236,1346,Ground,Tirunelveli,Wholesale,15,Shop,UPI
3442,2025-09-11,Fancy Fountain,Chennai,3,1008,316,Fancy,Tambaram,Retail,4,Shop,UPI
2304,2025-09-12,Family Gift Box,Chennai,1,1440,428,Gift Box,Kancheepuram,Retail,4,Shop,Card
2466,2025-09-12,Sparklers (10 pcs),Other States,17,908,276,Sparklers,Bengaluru,Gifting,11,Phone/WhatsApp,UPI
2530,2025-09-12,Bijili Crackers (100),South TN,1,120,38,Sound,Madurai,Retail,0,Shop,Credit
2561,2025-09-12,Deluxe Gift Box,Chennai,39,120120,30071,Gift Box,Kancheepuram,Gifting,12,Shop,Cash
2661,2025-09-12,Sky Shot 7 Shot,West TN,1,446,121,Aerial,Salem,Retail,1,Shop,Credit
3053,2025-09-12,Multi Shot 30 Shot,Chennai,5,5880,1713,Aerial,Kancheepuram,Retail,2,Shop,Cash
3355,2025-09-12,Bijili Crackers (100),Other States,1,119,37,Sound,Kochi,Retail,1,Shop,UPI
3377,2025-09-12,Flower Pots (5 pcs),Chennai,1,175,57,Ground,Avadi,Retail,3,Shop,Card
2141,2025-09-13,Kids Special Pack,West TN,6,2970,950,Gift Box,Tiruppur,Retail,1,Shop,UPI
2169,2025-09-13,Sky Shot 7 Shot,Chennai,58,20880,5912,Aerial,Avadi,Wholesale,20,Shop,Cash
2208,2025-09-13,Atom Bomb (10 pcs),South TN,2,307,105,Sound,Ramanathapuram,Retail,4,Online,Cash
2303,2025-09-13,Ground Chakkar (10 pcs),North TN,42,4880,1491,Ground,Cuddalore,Wholesale,17,Online,Card
2428,2025-09-13,Lakshmi Vedi (10 pcs),South TN,4,342,109,Sound,Ramanathapuram,Retail,5,Online,Cash
2853,2025-09-13,Atom Bomb (10 pcs),North TN,36,4896,1281,Sound,Cuddalore,Wholesale,15,Phone/WhatsApp,UPI
3011,2025-09-13,Sparklers (10 pcs),South TN,18,972,350,Sparklers,Tirunelveli,Gifting,10,Phone/WhatsApp,UPI
3137,2025-09-13,Atom Bomb (10 pcs),South TN,62,7936,2115,Sound,Virudhunagar,Wholesale,20,Shop,Card
3179,2025-09-13,Flower Pots (5 pcs),North TN,26,3744,1232,Ground,Cuddalore,Wholesale,20,Online,UPI
3258,2025-09-13,Kids Special Pack,West TN,31,12555,4653,Gift Box,Erode,Wholesale,19,Phone/WhatsApp,Cash
3338,2025-09-13,Atom Bomb (10 pcs),West TN,43,5642,1778,Sound,Erode,Wholesale,18,Shop,UPI
3369,2025-09-13,Sparklers (10 pcs),South TN,6,356,123,Sparklers,Ramanathapuram,Retail,1,Shop,Cash
2372,2025-09-14,Sky Shot 7 Shot,West TN,49,16978,4695,Aerial,Erode,Wholesale,23,Shop,UPI
2400,2025-09-14,Ground Chakkar (10 pcs),North TN,3,412,123,Ground,Trichy,Retail,2,Shop,UPI
2422,2025-09-14,Flower Pots (5 pcs),North TN,78,11232,2999,Ground,Thanjavur,Wholesale,20,Phone/WhatsApp,Cash
2557,2025-09-14,Multi Shot 30 Shot,Chennai,20,17040,3100,Aerial,Tambaram,Dealer,28,Phone/WhatsApp,UPI
2654,2025-09-14,Ground Chakkar (10 pcs),North TN,2,274,81,Ground,Thanjavur,Retail,2,Shop,Cash
2777,2025-09-14,Ground Chakkar (10 pcs),West TN,3,403,139,Ground,Salem,Retail,4,Shop,UPI
2778,2025-09-14,Sky Shot 7 Shot,Other States,3,1296,385,Aerial,Bengaluru,Retail,4,Shop,UPI
2785,2025-09-14,Sparklers (10 pcs),South TN,6,346,111,Sparklers,Virudhunagar,Retail,4,Online,Cash
2923,2025-09-14,Sparklers (10 pcs),Other States,1,59,23,Sparklers,Hyderabad,Retail,2,Online,Cash
3033,2025-09-14,Multi Shot 30 Shot,South TN,13,12324,2788,Aerial,Tirunelveli,Wholesale,21,Shop,UPI
3199,2025-09-14,Sparklers (10 pcs),Chennai,144,6566,1866,Sparklers,Chennai,Dealer,24,Phone/WhatsApp,Card
3447,2025-09-14,Atom Bomb (10 pcs),Chennai,1,155,44,Sound,Tambaram,Retail,3,Phone/WhatsApp,Cash
3488,2025-09-14,Bijili Crackers (100),South TN,6,698,193,Sound,Madurai,Retail,3,Phone/WhatsApp,UPI
2094,2025-09-15,Ground Chakkar (10 pcs),Other States,110,11550,2962,Ground,Vijayawada,Dealer,25,Shop,Cash
2121,2025-09-15,Family Gift Box,North TN,1,1500,423,Gift Box,Trichy,Retail,0,Shop,UPI
2234,2025-09-15,Sky Shot 7 Shot,Other States,1,446,133,Aerial,Vijayawada,Retail,1,Phone/WhatsApp,UPI
2390,2025-09-15,Lakshmi Vedi (10 pcs),North TN,27,1822,379,Sound,Thanjavur,Wholesale,25,Online,UPI
2525,2025-09-15,Ground Chakkar (10 pcs),Other States,17,2047,553,Ground,Vijayawada,Gifting,14,Phone/WhatsApp,Cash
2640,2025-09-15,Multi Shot 30 Shot,Chennai,1,1176,291,Aerial,Chennai,Retail,2,Shop,Cash
2657,2025-09-15,Kids Special Pack,Other States,5,2375,969,Gift Box,Vijayawada,Retail,5,Shop,Cash
2723,2025-09-15,Lakshmi Vedi (10 pcs),South TN,6,524,139,Sound,Virudhunagar,Retail,3,Shop,UPI
3202,2025-09-15,Sparklers (10 pcs),South TN,2,120,39,Sparklers,Thoothukudi,Retail,0,Shop,Card
3262,2025-09-15,Lakshmi Vedi (10 pcs),Chennai,5,432,111,Sound,Avadi,Retail,4,Phone/WhatsApp,UPI
3332,2025-09-15,Atom Bomb (10 pcs),Chennai,29,3758,1020,Sound,Kancheepuram,Wholesale,19,Phone/WhatsApp,UPI
3475,2025-09-15,Fancy Fountain,Other States,6,2037,583,Fancy,Bengaluru,Retail,3,Phone/WhatsApp,UPI
2059,2025-09-16,Ground Chakkar (10 pcs),West TN,47,5461,1763,Ground,Salem,Wholesale,17,Shop,UPI
2298,2025-09-16,Lakshmi Vedi (10 pcs),Chennai,112,7358,1891,Sound,Avadi,Dealer,27,Online,UPI
2324,2025-09-16,Bijili Crackers (100),South TN,80,7488,1963,Sound,Madurai,Wholesale,22,Shop,Card
2941,2025-09-16,Family Gift Box,Chennai,43,44505,8548,Gift Box,Chennai,Dealer,31,Shop,UPI
3052,2025-09-16,Kids Special Pack,West TN,6,2940,1175,Gift Box,Coimbatore,Retail,2,Shop,UPI
3099,2025-09-16,Sky Shot 7 Shot,South TN,6,2592,886,Aerial,Madurai,Retail,4,Shop,Cash
3277,2025-09-16,Ground Chakkar (10 pcs),South TN,40,4312,1313,Ground,Ramanathapuram,Wholesale,23,Shop,UPI
3437,2025-09-16,Lakshmi Vedi (10 pcs),Chennai,6,529,133,Sound,Avadi,Retail,2,Shop,Cash
2263,2025-09-17,Deluxe Gift Box,Chennai,13,38220,10216,Gift Box,Avadi,Wholesale,16,Phone/WhatsApp,UPI
2588,2025-09-17,Sparklers (10 pcs),Chennai,27,1426,505,Sparklers,Chennai,Gifting,12,Shop,UPI
2600,2025-09-17,Flower Pots (5 pcs),South TN,122,15152,4327,Ground,Ramanathapuram,Dealer,31,Shop,UPI
2670,2025-09-17,Bijili Crackers (100),Other States,4,480,159,Sound,Hyderabad,Retail,0,Shop,UPI
2695,2025-09-17,Sparklers (10 pcs),South TN,4,240,81,Sparklers,Thoothukudi,Retail,0,Phone/WhatsApp,UPI
2843,2025-09-17,Multi Shot 30 Shot,West TN,4,4656,1264,Aerial,Tiruppur,Retail,3,Shop,Credit
2938,2025-09-17,Bijili Crackers (100),South TN,53,5152,1511,Sound,Ramanathapuram,Wholesale,19,Online,UPI
2213,2025-09-18,Family Gift Box,South TN,6,8910,2919,Gift Box,Thoothukudi,Retail,1,Shop,Cash
2280,2025-09-18,Sparklers (10 pcs),Other States,26,1248,439,Sparklers,Vijayawada,Wholesale,20,Shop,Cash
2754,2025-09-18,Rockets (10 pcs),Other States,2,422,163,Aerial,Hyderabad,Retail,4,Shop,Card
2803,2025-09-18,Sparklers (10 pcs),North TN,2,120,44,Sparklers,Vellore,Retail,0,Shop,Cash
2830,2025-09-18,Sky Shot 7 Shot,South TN,1,441,123,Aerial,Tirunelveli,Retail,2,Shop,Cash
2894,2025-09-18,Flower Pots (5 pcs),South TN,15,2376,628,Ground,Tirunelveli,Gifting,12,Phone/WhatsApp,Cash
3364,2025-09-18,Bijili Crackers (100),West TN,34,3590,1139,Sound,Coimbatore,Gifting,12,Phone/WhatsApp,UPI
2174,2025-09-19,Sparklers (10 pcs),Other States,6,356,141,Sparklers,Kochi,Retail,1,Shop,UPI
2454,2025-09-19,Multi Shot 30 Shot,South TN,5,5820,1286,Aerial,Ramanathapuram,Retail,3,Phone/WhatsApp,Cash
2765,2025-09-19,Family Gift Box,Chennai,1,1440,407,Gift Box,Kancheepuram,Retail,4,Phone/WhatsApp,Cash
2875,2025-09-19,Ground Chakkar (10 pcs),Chennai,4,538,176,Ground,Chennai,Retail,4,Phone/WhatsApp,UPI
3036,2025-09-19,Ground Chakkar (10 pcs),Other States,72,7762,2041,Ground,Vijayawada,Wholesale,23,Online,UPI
3077,2025-09-19,Flower Pots (5 pcs),South TN,6,1037,308,Ground,Madurai,Retail,4,Shop,UPI
3176,2025-09-19,Multi Shot 30 Shot,South TN,21,19404,3886,Aerial,Thoothukudi,Dealer,23,Shop,Credit
3362,2025-09-19,Bijili Crackers (100),Chennai,4,475,143,Sound,Avadi,Retail,1,Shop,UPI
2074,2025-09-20,Bijili Crackers (100),South TN,1,115,38,Sound,Thoothukudi,Retail,4,Online,UPI
2236,2025-09-20,Ground Chakkar (10 pcs),South TN,21,2352,743,Ground,Thoothukudi,Wholesale,20,Phone/WhatsApp,UPI
2333,2025-09-20,Deluxe Gift Box,South TN,34,101150,27081,Gift Box,Ramanathapuram,Gifting,15,Shop,UPI
2391,2025-09-20,Bijili Crackers (100),South TN,5,570,165,Sound,Tirunelveli,Retail,5,Online,UPI
2569,2025-09-20,Flower Pots (5 pcs),Other States,49,6791,2025,Ground,Kochi,Wholesale,23,Shop,Cash
2575,2025-09-20,Sky Shot 7 Shot,Other States,186,61101,15280,Aerial,Vijayawada,Dealer,27,Online,UPI
2874,2025-09-20,Lakshmi Vedi (10 pcs),West TN,92,6127,1610,Sound,Coimbatore,Dealer,26,Shop,Cash
3041,2025-09-20,Sky Shot 7 Shot,West TN,4,1728,519,Aerial,Tiruppur,Retail,4,Online,Credit
2187,2025-09-21,Lakshmi Vedi (10 pcs),Chennai,108,7096,1995,Sound,Avadi,Dealer,27,Phone/WhatsApp,UPI
2367,2025-09-21,Family Gift Box,Chennai,20,23400,5141,Gift Box,Chennai,Wholesale,22,Shop,Cash
2392,2025-09-21,Fancy Fountain,South TN,141,37012,11359,Fancy,Madurai,Dealer,25,Phone/WhatsApp,Cash
2459,2025-09-21,Ground Chakkar (10 pcs),West TN,59,6608,1842,Ground,Erode,Wholesale,20,Shop,UPI
2696,2025-09-21,Ground Chakkar (10 pcs),North TN,3,399,118,Ground,Cuddalore,Retail,5,Shop,UPI
2056,2025-09-22,Ground Chakkar (10 pcs),South TN,3,412,123,Ground,Virudhunagar,Retail,2,Phone/WhatsApp,UPI
2057,2025-09-22,Family Gift Box,South TN,5,7200,1947,Gift Box,Thoothukudi,Retail,4,Online,Credit
2269,2025-09-22,Family Gift Box,Other States,2,2910,922,Gift Box,Bengaluru,Retail,3,Phone/WhatsApp,Card
2493,2025-09-22,Lakshmi Vedi (10 pcs),South TN,3,265,90,Sound,Ramanathapuram,Retail,2,Shop,Cash
2505,2025-09-22,Flower Pots (5 pcs),South TN,69,8570,2334,Ground,Madurai,Dealer,31,Online,Card
2601,2025-09-22,Ground Chakkar (10 pcs),North TN,85,9282,2980,Ground,Cuddalore,Dealer,22,Shop,Cash
2611,2025-09-22,Family Gift Box,Chennai,5,7500,2509,Gift Box,Kancheepuram,Retail,0,Shop,UPI
2831,2025-09-22,Rockets (10 pcs),North TN,1,216,74,Aerial,Thanjavur,Retail,2,Online,Credit
3139,2025-09-22,Kids Special Pack,South TN,183,68625,24980,Gift Box,Thoothukudi,Dealer,25,Shop,Cash
3270,2025-09-22,Bijili Crackers (100),Other States,5,570,172,Sound,Bengaluru,Retail,5,Online,UPI
3424,2025-09-22,Kids Special Pack,West TN,4,1940,799,Gift Box,Erode,Retail,3,Shop,UPI
3429,2025-09-22,Rockets (10 pcs),West TN,1,209,75,Aerial,Tiruppur,Retail,5,Phone/WhatsApp,Cash
2249,2025-09-23,Flower Pots (5 pcs),South TN,10,1638,579,Ground,Virudhunagar,Gifting,9,Shop,UPI
2255,2025-09-23,Rockets (10 pcs),Chennai,1,220,74,Aerial,Kancheepuram,Retail,0,Shop,UPI
2259,2025-09-23,Kids Special Pack,Other States,5,2500,982,Gift Box,Vijayawada,Retail,0,Phone/WhatsApp,Credit
3124,2025-09-23,Lakshmi Vedi (10 pcs),South TN,28,1940,539,Sound,Madurai,Wholesale,23,Phone/WhatsApp,UPI
2010,2025-09-24,Multi Shot 30 Shot,West TN,1,1200,316,Aerial,Tiruppur,Retail,0,Online,Card
2172,2025-09-24,Family Gift Box,Chennai,6,8640,2409,Gift Box,Chennai,Retail,4,Phone/WhatsApp,UPI
2784,2025-09-24,Fancy Fountain,Chennai,2,686,230,Fancy,Tambaram,Retail,2,Shop,UPI
3003,2025-09-24,Lakshmi Vedi (10 pcs),West TN,4,360,105,Sound,Erode,Retail,0,Shop,Credit
3201,2025-09-24,Family Gift Box,Chennai,15,17325,3393,Gift Box,Kancheepuram,Wholesale,23,Phone/WhatsApp,UPI
3390,2025-09-24,Sparklers (10 pcs),Chennai,25,1200,353,Sparklers,Tambaram,Wholesale,20,Shop,Cash
2034,2025-09-25,Kids Special Pack,Other States,33,13035,3920,Gift Box,Kochi,Wholesale,21,Shop,Cash
2077,2025-09-25,Ground Chakkar (10 pcs),Chennai,3,416,120,Ground,Kancheepuram,Retail,1,Phone/WhatsApp,Cash
2331,2025-09-25,Sparklers (10 pcs),West TN,5,297,91,Sparklers,Salem,Retail,1,Shop,Cash
2462,2025-09-25,Ground Chakkar (10 pcs),South TN,34,3665,1199,Ground,Madurai,Wholesale,23,Shop,UPI
2789,2025-09-25,Flower Pots (5 pcs),South TN,1,176,49,Ground,Ramanathapuram,Retail,2,Phone/WhatsApp,UPI
2898,2025-09-25,Fancy Fountain,Other States,20,5320,1687,Fancy,Kochi,Wholesale,24,Shop,Cash
3009,2025-09-25,Multi Shot 30 Shot,Chennai,6,6912,1788,Aerial,Tambaram,Retail,4,Shop,Cash
3118,2025-09-25,Ground Chakkar (10 pcs),Other States,4,549,198,Ground,Bengaluru,Retail,2,Shop,UPI
3156,2025-09-25,Lakshmi Vedi (10 pcs),Other States,1,87,26,Sound,Vijayawada,Retail,3,Phone/WhatsApp,UPI
3254,2025-09-25,Sky Shot 7 Shot,West TN,2,864,229,Aerial,Coimbatore,Retail,4,Phone/WhatsApp,UPI
3289,2025-09-25,Flower Pots (5 pcs),Chennai,66,9623,2582,Ground,Avadi,Wholesale,19,Shop,UPI
3294,2025-09-25,Deluxe Gift Box,West TN,19,51205,12079,Gift Box,Erode,Wholesale,23,Shop,Card
3384,2025-09-25,Ground Chakkar (10 pcs),North TN,5,672,211,Ground,Vellore,Retail,4,Shop,Cash
2150,2025-09-26,Bijili Crackers (100),South TN,3,356,123,Sound,Virudhunagar,Retail,1,Shop,UPI
2246,2025-09-26,Atom Bomb (10 pcs),Other States,30,3744,868,Sound,Kochi,Wholesale,22,Phone/WhatsApp,UPI
2251,2025-09-26,Atom Bomb (10 pcs),Chennai,4,608,175,Sound,Kancheepuram,Retail,5,Shop,Cash
2447,2025-09-26,Bijili Crackers (100),North TN,39,3510,961,Sound,Trichy,Wholesale,25,Phone/WhatsApp,Cash
2453,2025-09-26,Atom Bomb (10 pcs),South TN,67,8898,2134,Sound,Ramanathapuram,Wholesale,17,Online,UPI
